Date,Time,LogType,CurrentStatus,LatchedStatus,GeneralStatus,ProductNumber,BPMSet,TargetWeight,FullBagCount,TotalDumpWeight,IF5_CurrentStatus,IF5_WarningStatus,IF5_HopperLevel,IF5_TotalBase,IF5_TotalDry,IF5_TotalLIS,IF5_Total,IF5_DryPercent,IF5_OilPercent,IF5_LISPercent,IF5_WC_ConversionFactor
18/06/2021,07:43:08,T,650,650,1,1,50,151,3138,474376,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:43:39,T,650,650,1,1,50,151,3158,477397,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:44:10,T,650,650,1,1,50,151,3184,481323,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:44:41,T,650,650,1,1,50,151,3206,484646,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:45:12,T,650,650,1,1,50,151,3227,487818,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:45:42,T,650,650,1,1,50,151,3251,491444,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:46:13,T,650,650,1,1,50,151,3274,494918,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:46:44,T,650,650,1,1,50,151,3298,498543,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:47:15,T,650,650,1,1,50,151,3320,501866,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:47:46,T,650,650,1,1,50,151,3340,504737,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:48:08,S,12,12,1,1,50,151,3357,507305,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:48:10,S,190,12,3,1,50,151,3357,507305,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:48:39,S,191,12,1,1,50,151,3357,507305,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:48:41,S,650,650,1,1,50,151,3357,507305,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:49:12,T,650,650,1,1,50,151,3382,511232,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:49:43,T,650,650,1,1,50,151,3408,515159,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:50:13,T,650,650,1,1,50,151,3433,518935,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:50:44,T,650,650,1,1,50,151,3457,522561,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:51:15,T,650,650,2,1,50,151,3483,526489,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:51:46,T,650,650,1,1,50,151,3506,529963,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:52:16,T,650,650,2,1,50,151,3529,533286,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:52:47,T,650,650,2,1,50,151,3547,536004,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:53:18,T,650,650,1,1,50,151,3567,539179,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:53:49,T,650,650,1,1,50,151,3593,543106,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:54:20,T,650,650,1,1,50,151,3619,547033,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:54:50,T,650,650,1,1,50,151,3640,550205,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:55:21,T,650,650,1,1,50,151,3666,554132,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:55:52,T,650,650,1,1,50,151,3692,558059,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:56:23,T,650,650,1,1,50,151,3715,561535,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:56:37,S,692,650,1,1,50,151,3726,563197,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:56:39,S,190,12,3,1,50,151,3726,563197,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:56:41,S,650,650,1,1,50,151,3727,563197,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:57:12,T,650,650,1,1,50,151,3747,566369,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:57:43,T,650,650,1,1,50,151,3773,570295,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:58:09,S,692,12,3,1,50,151,3793,573316,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:58:12,S,190,12,3,1,50,151,3793,573316,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:58:42,T,190,12,3,1,50,151,3793,573316,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:59:13,T,190,12,3,1,50,151,3793,573316,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:59:21,S,191,12,1,1,50,151,3793,573316,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:59:23,S,650,650,1,1,50,151,3794,573467,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,07:59:54,T,650,650,1,1,50,151,3820,577393,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:00:25,T,650,650,1,1,50,151,3845,581170,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:00:56,T,650,650,1,1,50,151,3871,585096,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:01:27,T,650,650,1,1,50,151,3891,588118,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:01:43,S,190,12,3,1,50,151,3900,589478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:02:14,T,190,12,3,1,50,151,3900,589478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:02:28,S,191,12,1,1,50,151,3900,589478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:02:30,S,650,650,1,1,50,151,3901,589478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:03:01,T,650,650,1,1,50,151,3926,593406,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:03:32,T,650,650,1,1,50,151,3942,595974,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:03:50,S,692,650,1,1,50,151,3952,597333,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:03:52,S,190,12,3,1,50,151,3952,597333,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:04:00,S,650,650,1,1,50,151,3953,597333,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:04:07,S,190,12,3,1,50,151,3954,597635,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:04:15,S,650,650,1,1,50,151,3955,597635,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:04:35,S,692,650,3,1,50,151,3969,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:04:37,S,190,12,3,1,50,151,3969,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:05:08,T,190,12,3,1,50,151,3969,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:05:39,T,190,12,3,1,50,151,3969,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:05:53,S,191,12,1,1,50,151,3969,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:05:55,S,650,650,1,1,50,151,3970,599901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:06:26,T,650,650,1,1,50,151,3995,603828,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:06:57,T,650,650,1,1,50,151,4018,607302,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:07:28,T,650,650,2,1,50,151,4044,611229,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:07:32,S,692,12,3,1,50,151,4045,611229,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:07:34,S,190,12,3,1,50,151,4045,611229,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:08:05,T,190,12,3,1,50,151,4045,611229,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:08:31,S,191,12,3,1,50,151,4045,611229,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:08:35,S,650,650,1,1,50,151,4045,611380,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:09:06,T,650,650,1,1,50,151,4066,614552,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:09:37,T,650,650,1,1,50,151,4092,618482,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:10:08,T,650,650,1,1,50,151,4115,622109,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:10:39,T,650,650,1,1,50,151,4138,625432,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:11:09,T,650,650,1,1,50,151,4161,628908,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:11:40,T,650,650,1,1,50,151,4184,632533,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:12:11,T,650,650,1,1,50,151,4204,635404,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:12:42,T,650,650,1,1,50,151,4226,638727,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:13:13,T,650,650,1,1,50,151,4249,642352,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:13:43,T,650,650,1,1,50,151,4273,645675,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:14:14,T,650,650,1,1,50,151,4294,649001,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:14:45,T,650,650,1,1,50,151,4315,652173,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:15:16,T,650,650,1,1,50,151,4337,655499,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:15:47,T,650,650,1,1,50,151,4358,658670,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:15:49,S,692,650,3,1,50,151,4358,658670,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:15:51,S,190,12,3,1,50,151,4358,658670,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:15:53,S,650,650,1,1,50,151,4359,658670,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:16:01,S,692,12,3,1,50,151,4362,659274,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:16:03,S,650,650,1,1,50,151,4363,659274,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:16:34,T,650,650,1,1,50,151,4386,662899,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:17:05,T,650,650,2,1,50,151,4406,665768,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:17:35,T,650,650,2,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:17:37,S,692,12,3,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:17:39,S,190,12,3,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:18:10,T,190,12,3,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:18:41,T,190,12,3,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:18:43,S,191,12,1,1,50,151,4428,669247,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:18:45,S,650,650,1,1,50,151,4429,669398,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:19:16,T,650,650,1,1,50,151,4451,672722,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:19:47,T,650,650,1,1,50,151,4470,675592,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:17,T,650,650,1,1,50,151,4493,679067,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:22,S,692,12,3,1,50,151,4494,679218,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:24,S,190,12,3,1,50,151,4494,679218,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:26,S,650,650,1,1,50,151,4495,679218,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:34,S,692,650,3,1,50,151,4499,679973,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:36,S,190,12,3,1,50,151,4499,679973,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:42,S,650,650,1,1,50,151,4500,679973,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:46,S,692,12,3,1,50,151,4500,680124,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:48,S,190,12,3,1,50,151,4500,680124,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:20:56,S,650,650,1,1,50,151,4501,680124,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:21:27,T,650,650,1,1,50,151,4523,683598,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:21:58,T,650,650,1,1,50,151,4543,686619,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:22:29,T,650,650,1,1,50,151,4569,690546,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:23:00,T,650,650,2,1,50,151,4589,693417,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:23:30,T,650,650,1,1,50,151,4599,695231,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:24:01,T,650,650,2,1,50,151,4619,697950,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:24:32,T,650,650,1,1,50,151,4643,701726,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:25:03,T,650,650,1,1,50,151,4666,705200,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:25:34,T,650,650,1,1,50,151,4687,708372,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:26:04,T,650,650,1,1,50,151,4713,712298,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:26:35,T,650,650,1,1,50,151,4736,715926,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:27:06,T,650,650,2,1,50,151,4762,719702,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:27:37,T,650,650,1,1,50,151,4781,722572,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:28:07,T,650,650,1,1,50,151,4796,724837,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:28:20,S,692,12,3,1,50,151,4804,726046,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:28:22,S,190,12,3,1,50,151,4804,726046,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:28:28,S,650,650,1,1,50,151,4805,726046,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:28:59,T,650,650,1,1,50,151,4823,729068,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:29:15,S,692,650,1,1,50,151,4836,730880,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:29:17,S,190,12,3,1,50,151,4836,730880,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:29:48,T,190,12,3,1,50,151,4836,730880,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:30:19,T,190,12,3,1,50,151,4836,730880,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:30:25,S,191,12,1,1,50,151,4836,730880,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:30:27,S,650,650,1,1,50,151,4837,731031,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:30:58,T,650,650,1,1,50,151,4863,734958,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:31:29,T,650,650,1,1,50,151,4882,737828,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:31:59,T,650,650,1,1,50,151,4905,741302,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:32:30,T,650,650,1,1,50,151,4931,745233,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:33:01,T,650,650,1,1,50,151,4956,749010,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:33:32,T,650,650,1,1,50,151,4978,752333,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:34:03,T,650,650,1,1,50,151,5002,755959,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:34:33,T,650,650,1,1,50,151,5027,759735,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:35:04,T,650,650,1,1,50,151,5051,763360,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:35:35,T,650,650,1,1,50,151,5077,767286,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:36:06,T,650,650,1,1,50,151,5093,769553,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:36:36,T,650,650,1,1,50,151,5114,772877,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:37:07,T,650,650,1,1,50,151,5140,776803,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:37:38,T,650,650,1,1,50,151,5163,780129,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:38:09,T,650,650,1,1,50,151,5174,781941,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:38:27,S,692,650,1,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:38:31,S,9,9,3,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:39:02,T,9,9,3,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:39:33,T,9,9,3,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:39:54,S,325,9,3,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:40:24,T,325,9,3,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:40:49,S,600,9,1,1,50,151,5186,783754,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:40:57,S,650,650,1,1,50,151,5187,783905,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:12,S,8,8,3,1,50,151,5193,784811,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:16,S,550,8,3,1,50,151,5194,784811,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:26,S,600,8,1,1,50,151,5194,784811,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:28,S,650,650,1,1,50,151,5194,784962,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:48,S,692,12,1,1,50,151,5211,787379,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:41:50,S,190,12,3,1,50,151,5211,787379,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:42:21,S,191,12,1,1,50,151,5211,787379,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:42:23,S,650,650,1,1,50,151,5211,787530,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:42:54,T,650,650,1,1,50,151,5234,791155,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:43:25,T,650,650,1,1,50,151,5260,794932,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:43:56,T,650,650,1,1,50,151,5283,798406,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:44:26,T,650,650,1,1,50,151,5307,802182,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:44:53,S,692,12,3,1,50,151,5326,804901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:44:55,S,190,12,3,1,50,151,5326,804901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:44:59,S,650,650,1,1,50,151,5327,804901,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:05,S,692,12,3,1,50,151,5329,805354,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:08,S,190,12,3,1,50,151,5329,805354,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:10,S,692,12,3,1,50,151,5329,805354,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:12,S,190,12,3,1,50,151,5329,805354,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:14,S,650,650,1,1,50,151,5330,805354,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:45:44,T,650,650,1,1,50,151,5355,809282,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:46:15,T,650,650,1,1,50,151,5373,812001,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:46:34,S,692,650,1,1,50,151,5382,813360,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:46:36,S,190,12,3,1,50,151,5382,813360,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:47:07,T,190,12,3,1,50,151,5382,813360,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:47:23,S,191,12,3,1,50,151,5382,813360,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:47:27,S,650,650,1,1,50,151,5383,813511,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:47:58,T,650,650,1,1,50,151,5403,816533,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:48:29,T,650,650,1,1,50,151,5427,820158,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:48:59,T,650,650,1,1,50,151,5445,822877,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:49:30,T,650,650,1,1,50,151,5468,826352,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:50:01,T,650,650,1,1,50,151,5489,829527,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:50:32,T,650,650,1,1,50,151,5512,833002,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:51:03,T,650,650,1,1,50,151,5535,836478,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:51:33,T,650,650,1,1,50,151,5558,839952,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:52:04,T,650,650,1,1,50,151,5581,843579,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:52:35,T,650,650,1,1,50,151,5604,846906,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:53:06,T,650,650,2,1,50,151,5628,850381,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:53:37,T,650,650,1,1,50,151,5651,854007,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:54:07,T,650,650,1,1,50,151,5673,857330,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:54:38,T,650,650,1,1,50,151,5699,861256,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:55:09,T,650,650,1,1,50,151,5725,865183,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:55:40,T,650,650,1,1,50,151,5750,868959,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:56:10,T,650,650,1,1,50,151,5776,872886,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:56:41,T,650,650,1,1,50,151,5798,876210,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:57:12,T,650,650,1,1,50,151,5820,879533,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:57:43,T,650,650,1,1,50,151,5845,883312,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:58:14,T,650,650,1,1,50,151,5868,886787,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:58:44,T,650,650,1,1,50,151,5891,890263,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:59:15,T,650,650,1,1,50,151,5911,893285,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,08:59:46,T,650,650,1,1,50,151,5931,896306,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:00:17,T,650,650,1,1,50,151,5951,899327,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:00:48,T,650,650,1,1,50,151,5975,902953,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:01:18,T,650,650,1,1,50,151,5996,906126,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:01:49,T,650,650,1,1,50,151,6020,909751,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:02:20,T,650,650,1,1,50,151,6043,913234,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:02:51,T,650,650,1,1,50,151,6063,916257,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:02:59,S,692,650,3,1,50,151,6066,916710,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:03:01,S,190,12,3,1,50,151,6066,916710,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:03:32,T,190,12,3,1,50,151,6066,916710,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:03:50,S,191,12,1,1,50,151,6066,916710,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:03:52,S,650,650,1,1,50,151,6067,916861,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:04:21,S,692,6,3,1,50,151,6086,919731,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:04:23,S,6,6,3,1,50,151,6087,919731,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:04:29,S,650,650,1,1,50,151,6087,919731,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:05:00,T,650,650,1,1,50,151,6111,923508,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:05:31,T,650,650,1,1,50,151,6137,927435,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:06:02,T,650,650,1,1,50,151,6160,930910,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:06:32,T,650,650,2,1,50,151,6183,934387,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:07:03,T,650,650,1,1,50,151,6206,937861,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:07:34,T,650,650,1,1,50,151,6228,941187,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:07:48,S,692,650,1,1,50,151,6235,942396,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:07:50,S,40,40,3,1,50,151,6235,942396,0,0,0,0,0,0,0,0,0,0,0
18/06/2021,09:08:21,T,40,40,3,1,50,151,6235,942396,0,0,0,0,0,0,0,0,0,0,0
